Query Name	Rank	TF	Score	Library	Overlapping_Genes
"gene_set_query"	"86"	"OLIG1"	"185.0"	"ARCHS4 Coexpression,183;Enrichr Queries,116;GTEx Coexpression,256"	"GPM6A,PCDH9,TUBB3,PLLP,ZBTB16,FAM107A,MAPT,AMZ1,BMP7"
"gene_set_query"	"87"	"GATA4"	"185.4"	"Literature ChIP-seq,81;ARCHS4 Coexpression,119;Enrichr Queries,294;ReMap ChIP-seq,148;GTEx Coexpression,285"	"TFAP2A,TENM4,PLLP,ZBTB16,FCRL3,FHL2,TRAF1,HSD17B6,PGC,BMP7,FMO5,CXCL5,CDH6,KEL,TUBB3,CTSK,HAS2,CCDC141,TNS4,IL13RA2,TRIM55"
"gene_set_query"	"88"	"IRX5"	"187.0"	"ARCHS4 Coexpression,280;Enrichr Queries,223;GTEx Coexpression,58"	"TP53AIP1,COL17A1,TFAP2A,ALDH3B2,TENM4,ZBTB16,SLCO4C1,FHL2,PKP1,TNS4,BMP7"
"gene_set_query"	"89"	"NKX62"	"191.5"	"ARCHS4 Coexpression,128;GTEx Coexpression,255"	"GPM6A,PCDH9,PLLP,HHIP,FAM107A,KCNMB4,MAPT"
"gene_set_query"	"90"	"OVOL2"	"192.0"	"ARCHS4 Coexpression,255;Enrichr Queries,198;ReMap ChIP-seq,295;GTEx Coexpression,20"	"COL17A1,TFAP2A,TP53AIP1,ALDH3B2,PRR15L,CA4,FHL2,PKP1,KCNN2,TNS4,HES2,BMP7"
"gene_set_query"	"91"	"GATA6"	"193.2"	"Literature ChIP-seq,139;ARCHS4 Coexpression,288;Enrichr Queries,328;ReMap ChIP-seq,79;GTEx Coexpression,132"	"TFAP2A,PCDH9,PLLP,LGI4,LUM,FHL2,PGC,CXCL5,PRR15L,CTSK,CA4,CLDN18,HAS2,CCDC141,TNS4"
"gene_set_query"	"92"	"FOXF1"	"193.3"	"ARCHS4 Coexpression,75;Enrichr Queries,21;GTEx Coexpression,484"	"TFAP2A,IL11,HS3ST3A1,COL24A1,LUM,ZBTB16,FHL2,FBLN1,FBLN2,CLDN5,MFAP4,DES,HAS2,PAMR1"
"gene_set_query"	"93"	"BNC2"	"194.3"	"ARCHS4 Coexpression,86;Enrichr Queries,59;GTEx Coexpression,438"	"MFAP4,TENM4,LUM,ITGA11,FHL2,HAS2,FBLN1,CPZ,FBLN2,PDGFRL,TRIM55"
"gene_set_query"	"94"	"CXXC4"	"196.3"	"ARCHS4 Coexpression,178;ReMap ChIP-seq,236;GTEx Coexpression,175"	"TFAP2A,GPM6A,GSTA4,TUBB3,TAGLN3,MAPT,NALCN"
"gene_set_query"	"95"	"DBX2"	"197.0"	"ARCHS4 Coexpression,185;Enrichr Queries,143;GTEx Coexpression,263"	"FGF14,PCDH9,EYA2,ZBTB16,FAM107A,RORB,AMZ1,BMP7,PAMR1,GRIA3"
"gene_set_query"	"96"	"BHLHE40"	"198.5"	"ARCHS4 Coexpression,440;ENCODE ChIP-seq,60;ReMap ChIP-seq,165;GTEx Coexpression,129"	"TFAP2A,CETP,IL1R2,PRG4,TRAF1,CXCL5,TP53AIP1,ALDH3B2,MMP11,GJB2,TUBB3,SLCO4C1,CCR7,HES2,AMZ1"
"gene_set_query"	"97"	"ATOH7"	"199.0"	"ARCHS4 Coexpression,259;Enrichr Queries,114;GTEx Coexpression,224"	"GPM6A,SYT12,TENM4,TUBB3,CA4,FHL2,TAGLN3,MAPT,RORB"
"gene_set_query"	"98"	"HAND2"	"200.0"	"ARCHS4 Coexpression,153;Enrichr Queries,18;GTEx Coexpression,429"	"TFAP2A,COL24A1,TENM4,LUM,ZBTB16,CACNA2D2,FBLN2,BMP7,MFAP4,DES,ITGA11,CPXM1,PLXNA4"
"gene_set_query"	"99"	"SOX2"	"201.0"	"Literature ChIP-seq,5;ARCHS4 Coexpression,479;Enrichr Queries,302;ReMap ChIP-seq,84;GTEx Coexpression,135"	"COL17A1,GPM6A,HS3ST3A1,HHIP,FAM107A,FHL2,F13A1,FBLN1,RORB,CHRDL2,CPZ,FBLN2,ADRA1A,CDH6,ACOXL,TUBB3,PEBP4,CA4,KCNMB4,ZNF385B,HAS2,KCNN2,CCDC33,AMZ1,PLXNA4,GPIHBP1,CAP2,TFAP2A,EGFL6,PCDH9,PLLP,EYA2,USP44,IL1R2,PDCD1LG2,BMP7,CAPN13,KEL,FGF14,CYP24A1,DES,DOK5,PKP1,TAGLN3,MAPT,PKHD1L1"
"gene_set_query"	"100"	"TBPL2"	"202.0"	"ARCHS4 Coexpression,203;GTEx Coexpression,201"	"COL17A1,TFAP2A,CETP,SLCO4C1,PKP1,F13A1,CPZ"
"gene_set_query"	"101"	"GATA5"	"202.3"	"ARCHS4 Coexpression,365;Enrichr Queries,104;GTEx Coexpression,138"	"CAPN13,TFAP2A,MFAP4,KEL,DES,EYA2,PRR15L,CA4,CLDN18,PGC,BMP7"
"gene_set_query"	"102"	"MKX"	"202.7"	"ARCHS4 Coexpression,21;Enrichr Queries,44;GTEx Coexpression,543"	"TFAP2A,LUM,ZBTB16,FHL2,FBLN1,RORB,CPZ,FBLN2,PDGFRL,CDH6,CTSK,ITGA11,PAMR1"
"gene_set_query"	"103"	"DACH1"	"204.0"	"Literature ChIP-seq,144;ARCHS4 Coexpression,176;Enrichr Queries,292"	"CDH6,GPM6A,PCDH9,TENM4,GSTA4,TUBB3,ZBTB16,CDCA7,KCNMB4,TAGLN3"
"gene_set_query"	"104"	"OLIG2"	"204.3"	"Literature ChIP-seq,8;ARCHS4 Coexpression,531;Enrichr Queries,13;GTEx Coexpression,265"	"GPM6A,TENM4,HHIP,FAM107A,FHL2,FBLN1,RORB,CXCL5,CDH6,TUBB3,HAS2,KCNN2,AMZ1,TFAP2A,NGFR,PCDH9,PLLP,EYA2,ZBTB16,IL1R2,PDCD1LG2,TRAF1,BMP7,MFAP4,FGF14,DOK5,MAPT,TAGLN3,SHANK3"
"gene_set_query"	"105"	"MSGN1"	"204.7"	"ARCHS4 Coexpression,339;Enrichr Queries,152;GTEx Coexpression,123"	"TP53AIP1,GJB2,HS3ST3A1,TENM4,EYA2,ZBTB16,HAS2,CCR7,HES2,FBLN2,TRIM55,KRT6A"
"gene_set_query"	"106"	"SOX7"	"205.3"	"ARCHS4 Coexpression,85;Enrichr Queries,438;GTEx Coexpression,93"	"TP53AIP1,BTNL9,ALDH3B2,CLDN5,GJB2,NOTCH4,ZBTB16,HHIP,HES2,SHANK3,KRT6A"
"gene_set_query"	"107"	"PRDM12"	"206.7"	"ARCHS4 Coexpression,114;Enrichr Queries,201;GTEx Coexpression,305"	"TFAP2A,TP53AIP1,NGFR,TUBB3,EYA2,ZBTB16,NOTCH4,TAGLN3,MAPT,BMP7"
"gene_set_query"	"108"	"HNF1B"	"207.0"	"ARCHS4 Coexpression,258;Enrichr Queries,286;ReMap ChIP-seq,77"	"CDH6,COL17A1,TFAP2A,PLLP,PRR15L,CA4,SLC39A8,TNS4,FMO5,CXCL5"
"gene_set_query"	"109"	"CUX2"	"207.3"	"ARCHS4 Coexpression,105;Enrichr Queries,135;GTEx Coexpression,382"	"GPM6A,TENM4,ZBTB16,HSD17B6,RORB,MAPT,TAGLN3,ADRA1A,PLXNA4"
"gene_set_query"	"110"	"ZNF385B"	"209.3"	"ARCHS4 Coexpression,33;Enrichr Queries,350;GTEx Coexpression,245"	"GPM6A,FGF14,PCDH9,SFTPA2,PEBP4,ZBTB16,LAMP3,FHL2,CACNA2D2,PRG4,MAPT,PGC"
"gene_set_query"	"111"	"GRHL1"	"210.0"	"ARCHS4 Coexpression,43;Enrichr Queries,577;GTEx Coexpression,10"	"TP53AIP1,COL17A1,TFAP2A,ALDH3B2,CETP,GJB2,FHL2,PKP1,F13A1,HES2,KRT6A"
"gene_set_query"	"112"	"RXRG"	"212.0"	"ARCHS4 Coexpression,113;Enrichr Queries,22;GTEx Coexpression,501"	"GPM6A,NGFR,TENM4,ZBTB16,FAM107A,FHL2,RORB,BMP7,DES,DOK5,MB,PEBP4,CA4,CAP2"
"gene_set_query"	"113"	"TAL1"	"214.0"	"Literature ChIP-seq,53;ARCHS4 Coexpression,239;ENCODE ChIP-seq,17;Enrichr Queries,346;ReMap ChIP-seq,93;GTEx Coexpression,536"	"CETP,HS3ST3A1,NOTCH4,HHIP,F13A1,FBLN2,TUBB3,CCR7,SLC39A8,ITGB7,RSPO4,BTNL9,PLLP,ZBTB16,IL1R2,CACNA2D2,TRAF1,PDGFRL,CLDN5,KEL,CHI3L2,PKHD1L1,MAPT,SHANK3,TRIM55"
"gene_set_query"	"114"	"WT1"	"217.3"	"Literature ChIP-seq,17;ARCHS4 Coexpression,234;Enrichr Queries,321;GTEx Coexpression,297"	"TENM4,HHIP,FHL2,CDCA7,CPZ,CHRDL2,CDH6,ACOXL,MB,PEBP4,CPXM1,SLC39A8,KCNN2,CCDC33,PAMR1,AMZ1,GRIA3,PLXNA4,CAP2,TFAP2A,PCDH9,EYA2,ZBTB16,SYT16,CACNA2D2,BMP7,PDGFRL,CAPN13,MMP11,GJB2,KEL,CYP24A1,DES,ITGA11,PI15,COL6A6,MAPT"
"gene_set_query"	"115"	"NR2F1"	"218.8"	"ARCHS4 Coexpression,89;Enrichr Queries,309;ReMap ChIP-seq,81;GTEx Coexpression,396"	"IL11,GPM6A,PCDH9,TENM4,LUM,ZBTB16,FHL2,ANO4,CPZ,FBLN2,TUBB3,KCNMB4,TAGLN3,MAPT,AMZ1,GPIHBP1"
"gene_set_query"	"116"	"MECOM"	"219.3"	"Literature ChIP-seq,124;ARCHS4 Coexpression,452;GTEx Coexpression,82"	"GPM6A,EYA2,KCNA3,CYP4B1,PGC,FMO5,CAPN13,PRR15L,SLCO4C1,CLDN18,SLC39A8,ITGB7,GRIA3,PLXNA4"
"gene_set_query"	"117"	"MSC"	"220.3"	"ARCHS4 Coexpression,172;Enrichr Queries,337;GTEx Coexpression,152"	"CCL7,LUM,ITGA10,ITGA11,FHL2,HAS2,SLC39A8,PDCD1LG2,TRAF1,FOLR2"
"gene_set_query"	"118"	"SHOX2"	"220.3"	"ARCHS4 Coexpression,241;Enrichr Queries,269;GTEx Coexpression,151"	"TFAP2A,HS3ST3A1,GALNT15,LUM,CTSK,HAS2,FBLN2,BMP7,PDGFRL"
"gene_set_query"	"119"	"ZMAT4"	"223.0"	"ARCHS4 Coexpression,63;Enrichr Queries,121;GTEx Coexpression,485"	"CDH6,FGF14,TENM4,PCDH9,GSTA4,USP44,CA4,SYT16,TAGLN3,MAPT,GRIA3,PLXNA4"
"gene_set_query"	"120"	"MYOD1"	"223.6"	"ARCHS4 Coexpression,96;ENCODE ChIP-seq,3;Enrichr Queries,184;ReMap ChIP-seq,139;GTEx Coexpression,696"	"TFAP2A,NGFR,IL11,HS3ST3A1,ZBTB16,FHL2,TRAF1,FBLN2,MFAP4,MMP11,DES,SYT12,TUBB3,MB,PKP1,HAS2,ITGB7,CCDC33,CCDC141,AMZ1,TRIM55,CAP2"
"gene_set_query"	"121"	"DPF3"	"224.0"	"ARCHS4 Coexpression,162;Enrichr Queries,209;GTEx Coexpression,301"	"DES,TENM4,PCDH9,MB,PEBP4,ZBTB16,MAPT,PLXNA4,CAP2"
"gene_set_query"	"122"	"RORB"	"224.7"	"ARCHS4 Coexpression,459;Enrichr Queries,144;GTEx Coexpression,71"	"CDH6,GPM6A,PCDH9,ZBTB16,FAM107A,TAGLN3,MAPT,GRIA3,PLXNA4"
"gene_set_query"	"123"	"NPAS3"	"226.3"	"ARCHS4 Coexpression,474;Enrichr Queries,51;GTEx Coexpression,154"	"CDH6,GPM6A,FGF14,PCDH9,TENM4,EYA2,ZBTB16,FAM107A,MAPT,AMZ1,BMP7,PLXNA4"
"gene_set_query"	"124"	"FOXD3"	"227.3"	"ARCHS4 Coexpression,423;Enrichr Queries,170;GTEx Coexpression,89"	"TFAP2A,NGFR,PLLP,LGI4,USP44,KCNMB4,HAS2,BMP7,PDGFRL"
"gene_set_query"	"125"	"KLF5"	"229.6"	"Literature ChIP-seq,54;ARCHS4 Coexpression,47;Enrichr Queries,807;ReMap ChIP-seq,186;GTEx Coexpression,54"	"COL17A1,FHL2,RORB,CXCL5,TP53AIP1,ALDH3B2,HAS2,TNS4,CCDC141,HES2,KRT6A,TFAP2A,PCDH9,PLLP,LGI4,EYA2,LUM,PGC,GJB2,FGF14,PRR15L,PI15,PKP1,CLDN18,TRIM55"
"gene_set_query"	"126"	"EPAS1"	"229.8"	"ARCHS4 Coexpression,7;Enrichr Queries,730;ReMap ChIP-seq,180;GTEx Coexpression,2"	"BTNL9,EGFL6,SFTPA2,LUM,NOTCH4,IL1R2,FHL2,FBLN1,FBLN2,CLDN5,MFAP4,PRR15L,LAMP3,MS4A15,PKP1,SLC39A8,COL6A6,SHANK3,RSPO4,GPIHBP1"
"gene_set_query"	"127"	"TBR1"	"230.7"	"ARCHS4 Coexpression,91;Enrichr Queries,339;GTEx Coexpression,262"	"GPM6A,TENM4,TUBB3,ZBTB16,RORB,TAGLN3,MAPT,GRIA3"
"gene_set_query"	"128"	"EHF"	"231.8"	"ARCHS4 Coexpression,69;Enrichr Queries,617;ReMap ChIP-seq,12;GTEx Coexpression,229"	"COL17A1,GJB2,EYA2,PRR15L,FAM107A,FHL2,PKP1,CYP4B1,CCR7,TNS4,HES2,KRT6A"
"gene_set_query"	"129"	"DACH2"	"234.0"	"ARCHS4 Coexpression,29;Enrichr Queries,242;GTEx Coexpression,431"	"GPM6A,FGF14,TENM4,PCDH9,GSTA4,SYT16,TAGLN3,MAPT,NALCN,GRIA3"
"gene_set_query"	"130"	"FEZF2"	"234.3"	"ARCHS4 Coexpression,400;Enrichr Queries,276;GTEx Coexpression,27"	"GPM6A,PCDH9,TENM4,ZBTB16,FAM107A,TAGLN3,RORB,AMZ1,GRIA3,PLXNA4"
"gene_set_query"	"131"	"TFAP2A"	"234.8"	"Literature ChIP-seq,55;ARCHS4 Coexpression,416;ENCODE ChIP-seq,53;Enrichr Queries,765;ReMap ChIP-seq,72;GTEx Coexpression,48"	"COL17A1,TENM4,FHL2,CDCA7,CHRDL2,NALCN,TP53AIP1,ALDH3B2,TUBB3,MB,CA4,KCNMB4,ITGB7,CCDC33,TNS4,IL13RA2,HES2,IL11,PLLP,EYA2,LGI4,ZBTB16,SYT16,BMP7,MFAP4,CYP24A1,FGF14,SYT12,ITGA11,PKP1"
"gene_set_query"	"132"	"NEUROG2"	"237.0"	"ARCHS4 Coexpression,44;Enrichr Queries,169;GTEx Coexpression,498"	"TFAP2A,NGFR,MFAP4,EYA2,TUBB3,PLLP,ZBTB16,CCR7,TRAF1,TAGLN3,BMP7,PAMR1"
"gene_set_query"	"133"	"IRX1"	"237.3"	"ARCHS4 Coexpression,454;Enrichr Queries,93;GTEx Coexpression,165"	"COL17A1,TFAP2A,GPM6A,TENM4,EYA2,TUBB3,CTSK,ZBTB16,HAS2,TNS4,FBLN2,BMP7"
"gene_set_query"	"134"	"ELF5"	"238.6"	"Literature ChIP-seq,76;ARCHS4 Coexpression,191;Enrichr Queries,20;ReMap ChIP-seq,28;GTEx Coexpression,878"	"TFAP2A,EYA2,USP44,ZBTB16,FHL2,CYP4B1,CHRDL2,BMP7,FMO5,CAPN13,ALDH3B2,GJB2,ACOXL,DES,SYT12,PRR15L,MB,HAS2,TRIM55"
"gene_set_query"	"135"	"PROX1"	"238.8"	"ARCHS4 Coexpression,244;Enrichr Queries,205;ReMap ChIP-seq,17;GTEx Coexpression,489"	"TENM4,PCDH9,LUM,IL1R2,ZBTB16,FHL2,HSD17B6,ADRA1A,BMP7,FMO5,CYP24A1,FGF14,PKP1,HAS2,CCR7,TNS4,PLXNA4,KRT6A"
"gene_set_query"	"136"	"GATA2"	"239.5"	"Literature ChIP-seq,6;ARCHS4 Coexpression,714;ENCODE ChIP-seq,8;Enrichr Queries,455;ReMap ChIP-seq,178;GTEx Coexpression,76"	"NOTCH4,FHL2,FBLN1,CHRDL2,FBLN2,CXCL5,ACOXL,CCL7,MS4A15,SLC39A8,CPXM1,CCR7,ITGB7,AMZ1,HES2,TFAP2A,BTNL9,NGFR,LUM,EYA2,LGI4,ZBTB16,IL1R2,PDCD1LG2,PGC,PDGFRL,CLDN5,MFAP4,KEL,GSTA4,PKHD1L1,SHANK3"
"gene_set_query"	"137"	"ZNF860"	"240.5"	"ARCHS4 Coexpression,375;GTEx Coexpression,106"	"TP53AIP1,ALDH3B2,GJB2,ACOXL,USP44,HES2,KRT6A"
"gene_set_query"	"138"	"PKNOX2"	"240.7"	"ARCHS4 Coexpression,463;Enrichr Queries,16;GTEx Coexpression,243"	"NGFR,GPM6A,TENM4,PCDH9,ZBTB16,FBLN1,CDH6,MFAP4,DOK5,ITGA11,TAGLN3,MAPT,PLXNA4"
"gene_set_query"	"139"	"SOX8"	"241.0"	"ARCHS4 Coexpression,500;Enrichr Queries,154;GTEx Coexpression,69"	"NGFR,PCDH9,PLLP,TUBB3,ZBTB16,FAM107A,KCNMB4,MAPT,AMZ1,BMP7"
"gene_set_query"	"140"	"FOXD1"	"241.0"	"ARCHS4 Coexpression,215;GTEx Coexpression,267"	"HS3ST3A1,ITGA11,FHL2,HAS2,CXCL5"
"gene_set_query"	"141"	"EOMES"	"241.2"	"Literature ChIP-seq,26;ARCHS4 Coexpression,68;Enrichr Queries,575;ReMap ChIP-seq,23;GTEx Coexpression,514"	"TFAP2A,COL17A1,TENM4,EYA2,PLLP,HHIP,KCNA3,CDCA7,FBLN2,BMP7,ADRA1A,MFAP4,CTSK,ITGA11,CHI3L2,HAS2,KCNMB4,ITGB7,CCR7,PKHD1L1,TAGLN3,TNS4,HES2,GRIA3"
"gene_set_query"	"142"	"SP6"	"241.3"	"ARCHS4 Coexpression,390;Enrichr Queries,218;GTEx Coexpression,116"	"COL17A1,TFAP2A,ALDH3B2,NGFR,GJB2,PKP1,HAS2,TNS4,CPZ,BMP7"
"gene_set_query"	"143"	"NEUROD6"	"242.0"	"ARCHS4 Coexpression,26;Enrichr Queries,327;GTEx Coexpression,373"	"GPM6A,TENM4,GSTA4,TUBB3,DOK5,ZBTB16,TAGLN3,RORB,GRIA3,PLXNA4"
"gene_set_query"	"144"	"CSRNP3"	"242.5"	"ARCHS4 Coexpression,2;GTEx Coexpression,483"	"GPM6A,PCDH9,GSTA4,TUBB3,SYT16,TAGLN3,MAPT,NALCN,GRIA3,PLXNA4"
"gene_set_query"	"145"	"ZNF853"	"243.0"	"ARCHS4 Coexpression,325;GTEx Coexpression,161"	"PCDH9,DOK5,MB,FAM107A,MAPT,AMZ1"
"gene_set_query"	"146"	"POU2F3"	"243.7"	"ARCHS4 Coexpression,584;Enrichr Queries,49;GTEx Coexpression,98"	"COL17A1,TFAP2A,ALDH3B2,GJB2,ACOXL,IL1R2,ZBTB16,PKP1,TNS4,BMP7"
"gene_set_query"	"147"	"FOXD2"	"247.7"	"ARCHS4 Coexpression,466;Enrichr Queries,147;GTEx Coexpression,130"	"TFAP2A,NGFR,GPM6A,SYT12,LGI4,EYA2,ITGA10,ZBTB16,FHL2,PRELP,BMP7,PDGFRL"
"gene_set_query"	"148"	"FOXO1"	"251.2"	"Literature ChIP-seq,63;ARCHS4 Coexpression,221;Enrichr Queries,758;ReMap ChIP-seq,14;GTEx Coexpression,200"	"CETP,GALNT15,LUM,ZBTB16,USP44,FHL2,CYP4B1,FBLN1,PRELP,PRG4,TRAF1,PDGFRL,CYP24A1,TUBB3,PEBP4,CHI3L2,CCR7,TNS4,PAMR1"
"gene_set_query"	"149"	"SIX2"	"252.3"	"ARCHS4 Coexpression,132;Enrichr Queries,210;ReMap ChIP-seq,26;GTEx Coexpression,641"	"TFAP2A,NGFR,HS3ST3A1,EYA2,FAM107A,CYP4B1,FBLN1,TRAF1,BMP7,BPIFB1,HAS2,CPXM1,CCDC33,CAP2"
"gene_set_query"	"150"	"TFCP2L1"	"253.3"	"ARCHS4 Coexpression,14;Enrichr Queries,439;GTEx Coexpression,307"	"COL17A1,CAPN13,GJB2,PRR15L,PLLP,EYA2,ZBTB16,CYP4B1,PKHD1L1,TNS4"
"gene_set_query"	"151"	"NANOG"	"253.5"	"Literature ChIP-seq,47;ARCHS4 Coexpression,393;ENCODE ChIP-seq,118;Enrichr Queries,470;ReMap ChIP-seq,113;GTEx Coexpression,380"	"TFAP2A,NGFR,ACOXL,GSTA4,TENM4,USP44,NOTCH4,SLCO4C1,KCNN2,ITGB7,CCDC33,BMP7"
"gene_set_query"	"152"	"DLX2"	"254.7"	"ARCHS4 Coexpression,213;Enrichr Queries,224;GTEx Coexpression,327"	"TFAP2A,GSTA4,TUBB3,CDCA7,FHL2,HAS2,TAGLN3,GRIA3"
"gene_set_query"	"153"	"HOXC13"	"255.0"	"ARCHS4 Coexpression,297;Enrichr Queries,281;GTEx Coexpression,187"	"COL17A1,TFAP2A,ALDH3B2,GJB2,ZBTB16,PKP1,TNS4,BMP7"
"gene_set_query"	"154"	"ZNF488"	"257.0"	"ARCHS4 Coexpression,342;Enrichr Queries,172"	"NGFR,PLLP,HHIP,CDCA7,FHL2,MAPT,ANO4"
"gene_set_query"	"155"	"NEUROD4"	"258.3"	"ARCHS4 Coexpression,78;Enrichr Queries,24;GTEx Coexpression,673"	"CDH6,CAPN13,GPM6A,NGFR,FGF14,TENM4,TUBB3,EYA2,ZBTB16,TAGLN3,RORB,PLXNA4"
"gene_set_query"	"156"	"PEG3"	"259.5"	"ARCHS4 Coexpression,219;GTEx Coexpression,300"	"TENM4,TUBB3,SYT16,MAPT,ANO4,NALCN"
"gene_set_query"	"157"	"PITX3"	"260.0"	"ARCHS4 Coexpression,149;Enrichr Queries,64;GTEx Coexpression,567"	"TFAP2A,NGFR,DES,MB,ZBTB16,PEBP4,MAPT,BMP7,HES2,CAP2"
"gene_set_query"	"158"	"PRDM14"	"262.2"	"Literature ChIP-seq,79;ARCHS4 Coexpression,387;Enrichr Queries,63;ReMap ChIP-seq,80;GTEx Coexpression,702"	"TFAP2A,NGFR,TENM4,EYA2,USP44,CDCA7,TRAF1,CPZ,BMP7,ACOXL,KEL,TUBB3,DOK5,CA4,SLCO4C1,ITGB7,KCNN2,CCDC33,CCDC141,HES2,SHANK3"
"gene_set_query"	"159"	"ZNF423"	"266.0"	"ARCHS4 Coexpression,236;Enrichr Queries,67;GTEx Coexpression,495"	"MFAP4,TENM4,DOK5,LUM,TUBB3,ZBTB16,FBLN1,MAPT,FBLN2,BMP7,CAP2"
"gene_set_query"	"160"	"FOXL1"	"267.0"	"ARCHS4 Coexpression,194;Enrichr Queries,347;GTEx Coexpression,260"	"TFAP2A,IL11,FGF14,ITGA10,ZBTB16,ITGA11,FHL2,HAS2,PAMR1"
"gene_set_query"	"161"	"PURG"	"267.0"	"ARCHS4 Coexpression,22;GTEx Coexpression,512"	"GPM6A,TENM4,PCDH9,GSTA4,TUBB3,MAPT,TAGLN3"
"gene_set_query"	"162"	"FERD3L"	"274.7"	"ARCHS4 Coexpression,419;Enrichr Queries,257;GTEx Coexpression,148"	"HS3ST3A1,CCL7,TENM4,DOK5,EYA2,CTSK,HHIP,ZBTB16,SYT16,IL13RA2"
"gene_set_query"	"163"	"INSM2"	"275.0"	"ARCHS4 Coexpression,270;Enrichr Queries,237;GTEx Coexpression,318"	"TENM4,TUBB3,EYA2,ZBTB16,TAGLN3,RORB,MAPT,BMP7,GRIA3"
"gene_set_query"	"164"	"STAT1"	"275.2"	"Literature ChIP-seq,49;ARCHS4 Coexpression,306;ENCODE ChIP-seq,19;Enrichr Queries,717;ReMap ChIP-seq,63;GTEx Coexpression,497"	"CXCL9,FAM107A,KCNA3,SYT16,TRAF1,PDCD1LG2,PDGFRL,CCL7,SYT12,MB,TUBB3,LAMP3,ITGA11,CA4,CHI3L2,CCR7,ITGB7,FOLR2,KRT6A"
"gene_set_query"	"165"	"IKZF3"	"277.3"	"ARCHS4 Coexpression,351;Enrichr Queries,295;GTEx Coexpression,186"	"FCRL3,KCNA3,CCR7,ITGB7,TRAF1"
"gene_set_query"	"166"	"HOXB1"	"279.0"	"ARCHS4 Coexpression,427;Enrichr Queries,190;GTEx Coexpression,220"	"TP53AIP1,TFAP2A,ALDH3B2,GJB2,TENM4,TUBB3,ZBTB16,HAS2,CPXM1,HES2,BMP7"
"gene_set_query"	"167"	"NEUROG3"	"279.0"	"ARCHS4 Coexpression,401;Enrichr Queries,189;GTEx Coexpression,247"	"TFAP2A,NGFR,CLDN5,GSTA4,HHIP,ZBTB16,CDCA7,BMP7,HES2,GRIA3"
"gene_set_query"	"168"	"ZNF804A"	"279.7"	"ARCHS4 Coexpression,13;Enrichr Queries,476;GTEx Coexpression,350"	"GPM6A,PCDH9,TENM4,GSTA4,LUM,TUBB3,TAGLN3,MAPT,ANO4,PLXNA4"
"gene_set_query"	"169"	"PRDM16"	"280.0"	"Literature ChIP-seq,45;ARCHS4 Coexpression,922;Enrichr Queries,75;GTEx Coexpression,78"	"TENM4,PCDH9,EYA2,ZBTB16,PRELP,BMP7,NALCN,CDH6,FGF14,ITGA10,ITGA11,MAPT,PLXNA4"
"gene_set_query"	"170"	"ZBED2"	"280.7"	"ARCHS4 Coexpression,148;Enrichr Queries,207;GTEx Coexpression,487"	"COL17A1,GJB2,CXCL9,LAMP3,PKHD1L1,TRAF1,TNS4,BMP7,KRT6A"
"gene_set_query"	"171"	"SP9"	"281.5"	"ARCHS4 Coexpression,289;GTEx Coexpression,274"	"GSTA4,TUBB3,TAGLN3,AMZ1,GRIA3"
"gene_set_query"	"172"	"HOXA9"	"281.8"	"ARCHS4 Coexpression,332;Enrichr Queries,520;ReMap ChIP-seq,59;GTEx Coexpression,216"	"COL17A1,TFAP2A,IL1R2,LRRK2,ZBTB16,CDCA7,PDGFRL,DOK5,PKP1,SLC39A8,CPXM1,TNS4,TRIM55"
"gene_set_query"	"173"	"FOXE1"	"283.7"	"ARCHS4 Coexpression,309;Enrichr Queries,80;GTEx Coexpression,462"	"TFAP2A,GJB2,CYP24A1,TENM4,EYA2,PKP1,PKHD1L1,BMP7,HES2"
"gene_set_query"	"174"	"AR"	"284.2"	"Literature ChIP-seq,44;ARCHS4 Coexpression,549;Enrichr Queries,412;ReMap ChIP-seq,49;GTEx Coexpression,367"	"HS3ST3A1,GALNT15,FHL2,HSD17B6,CHRDL2,ADRA1A,ALDH3B2,ACOXL,ZNF385B,KCNN2,LUM,EYA2,LGI4,ZBTB16,TRAF1,PGC,BMP7,FGF14,CYP24A1,SYT12,PRR15L,DOK5,PI15,PKP1,FOLR2"
"gene_set_query"	"175"	"ESRRG"	"284.7"	"ARCHS4 Coexpression,765;Enrichr Queries,57;GTEx Coexpression,32"	"GPM6A,TENM4,PCDH9,ZBTB16,FHL2,PGC,FMO5,BMP7,CAPN13,CDH6,PRR15L,ZNF385B,CLDN18,PLXNA4"
"gene_set_query"	"176"	"TSHZ3"	"284.7"	"ARCHS4 Coexpression,92;Enrichr Queries,180;GTEx Coexpression,582"	"MFAP4,TENM4,PCDH9,ZBTB16,ITGA11,FHL2,CPZ,FBLN2,PAMR1"
"gene_set_query"	"177"	"KLF4"	"284.8"	"Literature ChIP-seq,52;ARCHS4 Coexpression,413;Enrichr Queries,825;ReMap ChIP-seq,39;GTEx Coexpression,95"	"COL17A1,TFAP2A,BTNL9,PLLP,LGI4,ZBTB16,USP44,PDCD1LG2,ANO4,ALDH3B2,TUBB3,PRR15L,PKP1,ITGB7,SLC39A8,CCDC33,TNS4,HES2,GRIA3"
"gene_set_query"	"178"	"ARNT2"	"285.3"	"ARCHS4 Coexpression,534;Enrichr Queries,196;GTEx Coexpression,126"	"GPM6A,PCDH9,TENM4,ZBTB16,FAM107A,FHL2,TAGLN3,MAPT,AMZ1,GRIA3"
